"binary", "filename", "configuration", "rate", "time"
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 10005.851321794471, 0.099941521
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 12225.76777638249, 0.081794454
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 38598.52760512656, 0.025907724
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 39451.17264468313, 0.025347789
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 38882.15514765323, 0.025718739
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 36804.363937597314, 0.027170691
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 31072.76579900215, 0.032182523
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 29578.752422647718, 0.033808052
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='venture to go near the house till she had brought herself down to'", 37731.26435202968, 0.02650322
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='venture to go near the house till she had brought herself down to'", 37282.018561822275, 0.026822582
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='</i> to the Caterpillar'", 14861.870137781276, 0.067286283
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='</i> to the Caterpillar'", 15322.542116382001, 0.065263322
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='</i> to the Caterpillar'", 12529.908421530628, 0.079809043
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='</i> to the Caterpillar'", 13196.187294225252, 0.075779464
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='</i> to the Caterpillar'", 11773.770438956419, 0.084934559
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='</i> to the Caterpillar'", 11672.453265919157, 0.085671793
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='</i> to the Caterpillar'", 13663.411290609623, 0.073188165
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='</i> to the Caterpillar'", 13591.682586151424, 0.073574408
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='@'", 1234561.8046330635, 0.000810004
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='@'", 1100388.4371183028, 0.00090877
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='@'", 579898.4018000046, 0.00172444
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='@'", 621987.636129769, 0.001607749
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='@'", 1017265.0219525793, 0.000983028
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='@'", 611118.4445324455, 0.001636344
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='@'", 809542.8916062546, 0.001235265
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='@'", 678205.6577272379, 0.001474479
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='SQ'", 399044.68701927585, 0.002505985
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='SQ'", 351192.65024021576, 0.00284744
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='SQ'", 439764.1808556579, 0.002273946
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='SQ'", 236454.13380939432, 0.00422915
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='SQ'", 275291.8162074753, 0.003632509
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='SQ'", 267134.2584726973, 0.003743436
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='SQ'", 313051.6557145545, 0.003194361
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='SQ'", 237253.89060792513, 0.004214894
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='10x'", 912666.0709999443, 0.001095691
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='10x'", 371312.81731000944, 0.002693147
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='10x'", 790795.1445178128, 0.00126455
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='10x'", 767042.9267903549, 0.001303708
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='10x'", 706149.8591231031, 0.00141613
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='10x'", 535202.1164032491, 0.001868453
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='10x'", 534698.1682310152, 0.001870214
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='10x'", 432615.95513599494, 0.002311519
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='--l'", 97564.0024734426, 0.010249682
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='--l'", 75735.31416523023, 0.01320388
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='--l'", 90232.3075874994, 0.011082505
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='--l'", 91329.14686612709, 0.010949407
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='--l'", 47661.75482097458, 0.020981183
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='--l'", 51205.00744008758, 0.01952934
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='--l'", 100117.41770748734, 0.009988272
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='--l'", 100674.40779034676, 0.009933011
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Alice'", 1072075.6456575575, 0.00093277
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Alice'", 714610.862228028, 0.001399363
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Alice'", 622862.8020106012, 0.00160549
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Alice'", 687089.2494580584, 0.001455415
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Alice'", 912339.6677076461, 0.001096083
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Alice'", 694001.5365194019, 0.001440919
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Alice'", 601274.0998175133, 0.001663135
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Alice'", 451188.00056488736, 0.002216371
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Gryphon'", 243279.99824838404, 0.00411049
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Gryphon'", 212922.43278358178, 0.004696546
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Gryphon'", 217280.2080327624, 0.004602352
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Gryphon'", 214533.8533347893, 0.004661269
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Gryphon'", 81502.01032858677, 0.012269636
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Gryphon'", 84200.01815352391, 0.011876482
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Gryphon'", 166064.4064193857, 0.00602176
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Gryphon'", 156135.55751557727, 0.006404691
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Panther'", 114609.14785004126, 0.008725307
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Panther'", 143288.09202878314, 0.006978947
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Panther'", 169480.8395131697, 0.005900372
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Panther'", 149896.2268421572, 0.006671282
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Panther'", 63881.01165036338, 0.015654104
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Panther'", 75451.58528307774, 0.013253532
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Panther'", 146767.33927692135, 0.006813505
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Panther'", 93551.79298559883, 0.010689266
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Ou est ma chatte?'", 55744.39278301874, 0.017939024
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Ou est ma chatte?'", 50087.65590221166, 0.019964999
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Ou est ma chatte?'", 49977.48014744556, 0.020009012
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Ou est ma chatte?'", 50882.72107766346, 0.019653037
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Ou est ma chatte?'", 49776.51588779278, 0.020089795
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Ou est ma chatte?'", 49266.99821057336, 0.020297563
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Ou est ma chatte?'", 43301.48537951327, 0.023093896
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Ou est ma chatte?'", 57598.23869193939, 0.017361642
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='found it very'", 9624.791090300088, 0.103898359
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='found it very'", 10166.687415181234, 0.098360455
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='found it very'", 9689.670849632974, 0.10320268
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='found it very'", 9415.389254129623, 0.106209098
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='found it very'", 8337.221327022346, 0.119944039
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='found it very'", 8714.454329017604, 0.114751878
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='found it very'", 10035.038742675475, 0.099650836
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='found it very'", 9240.317549426389, 0.108221389
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='among mad people'", 15468.720244466416, 0.064646589
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='among mad people'", 15677.71410901301, 0.063784809
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='among mad people'", 17136.953511335214, 0.058353429
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='among mad people'", 17839.265364780866, 0.05605612
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='among mad people'", 15953.438676760537, 0.062682411
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='among mad people'", 13920.144059014061, 0.071838337
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='among mad people'", 15808.01032351599, 0.063259068
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='among mad people'", 14901.281765043712, 0.067108321
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='neighbouring pool'", 9181.347449961082, 0.108916475
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='neighbouring pool'", 8550.68534170548, 0.11694969
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='neighbouring pool'", 8892.542340506472, 0.11245378
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='neighbouring pool'", 9072.823736473883, 0.110219269
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='neighbouring pool'", 6017.487516752234, 0.166182314
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='neighbouring pool'", 7524.284628638932, 0.132903
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='neighbouring pool'", 6353.989794094513, 0.15738143
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='neighbouring pool'", 8476.222669691435, 0.11797708
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Soo--oop'", 7147.474820018007, 0.139909552
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Soo--oop'", 7044.254287774186, 0.141959668
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Soo--oop'", 5290.838251683345, 0.189005967
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Soo--oop'", 5755.77637629995, 0.173738508
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Soo--oop'", 6160.233956322106, 0.162331497
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Soo--oop'", 6373.986994198238, 0.156887675
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Soo--oop'", 6731.395904310433, 0.148557597
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Soo--oop'", 7591.217204613213, 0.13173118
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='aaaaaaaaaaaaaaaaa'", 11338.075702698783, 0.088198388
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='aaaaaaaaaaaaaaaaa'", 12107.372294009858, 0.082594305
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='aaaaaaaaaaaaaaaaa'", 11871.512342585824, 0.084235266
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='aaaaaaaaaaaaaaaaa'", 12705.570896050096, 0.078705633
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='aaaaaaaaaaaaaaaaa'", 11316.056845306277, 0.088370005
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='aaaaaaaaaaaaaaaaa'", 11504.46394484318, 0.086922781
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 12263.593482086471, 0.081542168
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 11308.985690288046, 0.08842526
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 34803.375718624455, 0.028732845
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 30779.950715758514, 0.032488681
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 40447.761574359545, 0.024723247
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 39638.70902274132, 0.025227865
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 32551.928626901707, 0.030720146
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 31306.226961943245, 0.031942527
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='venture to go near the house till she had brought herself down to'", 33286.8537898248, 0.03004189
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='venture to go near the house till she had brought herself down to'", 36512.06654426362, 0.027388206
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='</i> to the Caterpillar'", 13389.608429336937, 0.074684783
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='</i> to the Caterpillar'", 10780.557187492344, 0.092759584
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='</i> to the Caterpillar'", 13677.142970663144, 0.073114685
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='</i> to the Caterpillar'", 14541.912452859118, 0.068766746
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='</i> to the Caterpillar'", 10675.526955486714, 0.093672191
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='</i> to the Caterpillar'", 12031.868569643042, 0.08311261
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='</i> to the Caterpillar'", 14587.808842695003, 0.068550391
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='</i> to the Caterpillar'", 13529.671781121624, 0.073911623
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='@'", 745671.0069690412, 0.001341074
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='@'", 778343.9797817367, 0.001284779
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='@'", 410267.1823998661, 0.002437436
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='@'", 510606.31436192594, 0.001958456
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='@'", 859346.4670118374, 0.001163675
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='@'", 602685.5668860442, 0.00165924
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='@'", 1093381.3254843133, 0.000914594
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='@'", 817633.4091552049, 0.001223042
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='SQ'", 353749.3897823026, 0.00282686
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='SQ'", 396806.9736444776, 0.002520117
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='SQ'", 329169.0161105192, 0.003037953
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='SQ'", 321470.8448446685, 0.003110702
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='SQ'", 210372.6773015665, 0.004753469
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='SQ'", 206955.355590692, 0.00483196
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='SQ'", 423017.3915140173, 0.002363969
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='SQ'", 316009.98212331533, 0.003164457
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='10x'", 835216.0495116075, 0.001197295
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='10x'", 1033727.4246852042, 0.000967373
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='10x'", 644205.3726728081, 0.0015523
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='10x'", 399774.6869864145, 0.002501409
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='10x'", 689004.1822553863, 0.00145137
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='10x'", 387880.1419331015, 0.002578116
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='10x'", 795746.2587989642, 0.001256682
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='10x'", 357432.8884008738, 0.002797728
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='--l'", 111693.94251358505, 0.008953037
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='--l'", 110499.65513057634, 0.009049802
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='--l'", 116115.48195588634, 0.008612116
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='--l'", 106489.76303258991, 0.009390574
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='--l'", 62590.33741637228, 0.015976907
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='--l'", 59487.35581380339, 0.016810295
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='--l'", 85055.93576031373, 0.011756969
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='--l'", 90829.89549748032, 0.011009591
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Alice'", 973010.6311141555, 0.001027738
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Alice'", 810987.2553352824, 0.001233065
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Alice'", 1194955.8523560348, 0.000836851
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Alice'", 812677.1128182749, 0.001230501
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Alice'", 1156839.6990365838, 0.000864424
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Alice'", 679137.9023467611, 0.001472455
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Alice'", 1178343.4611953823, 0.000848649
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Alice'", 727229.3579582891, 0.001375082
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Gryphon'", 228229.1630768121, 0.004381561
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Gryphon'", 193293.90008908915, 0.005173469
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Gryphon'", 175697.14871639176, 0.005691612
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Gryphon'", 140946.0751592127, 0.007094912
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Gryphon'", 87754.1304772289, 0.011395475
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Gryphon'", 78987.5065460896, 0.01266023
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Gryphon'", 200734.44719539853, 0.004981706
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Gryphon'", 202777.27815709522, 0.004931519
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Panther'", 167016.00848441324, 0.00598745
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Panther'", 139734.59370210598, 0.007156424
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Panther'", 159709.83916420647, 0.006261355
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Panther'", 154734.56832150128, 0.00646268
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Panther'", 54207.522876658804, 0.018447624
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Panther'", 37184.893815375, 0.026892641
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Panther'", 103033.14112500855, 0.009705615
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Panther'", 86954.96411107766, 0.011500206
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Ou est ma chatte?'", 53013.856284630965, 0.018862993
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Ou est ma chatte?'", 55133.50246821664, 0.018137792
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Ou est ma chatte?'", 50330.55599259255, 0.019868646
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Ou est ma chatte?'", 44470.97088445512, 0.022486579
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Ou est ma chatte?'", 45397.36540929584, 0.02202771
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Ou est ma chatte?'", 45422.15326533728, 0.022015689
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Ou est ma chatte?'", 50414.243758111654, 0.019835664
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Ou est ma chatte?'", 48201.517046346, 0.020746235
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='found it very'", 9240.2621358877, 0.108222038
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='found it very'", 9188.35797555996, 0.108833374
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='found it very'", 8601.33243068657, 0.116261057
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='found it very'", 9215.69351876771, 0.108510553
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='found it very'", 8129.314831999132, 0.123011597
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='found it very'", 8273.971723205197, 0.12086094
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='found it very'", 9446.098451035388, 0.105863813
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='found it very'", 9174.947439019857, 0.10899245
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='among mad people'", 15468.540307017423, 0.064647341
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='among mad people'", 15950.151819925084, 0.062695328
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='among mad people'", 15620.052592404676, 0.064020271
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='among mad people'", 14620.03885977089, 0.068399271
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='among mad people'", 13952.917470627957, 0.071669599
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='among mad people'", 13873.637714562918, 0.072079149
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='among mad people'", 16057.317687382714, 0.062276902
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='among mad people'", 15446.393830833875, 0.06474003
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='neighbouring pool'", 8702.444999786137, 0.114910235
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='neighbouring pool'", 8597.296855117407, 0.11631563
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='neighbouring pool'", 8528.527810390631, 0.117253531
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='neighbouring pool'", 8396.581070044002, 0.119096093
